text,solution
30 великих художников из собрания Лондонской @NationalGallery ждут пока вы узнаете что-то новое о них. https://t.co/zE2pnCfkaL,neutral
What lies beneath: drapery and the suggested form http://t.co/j3sIeudNMT via @britishmuseum,neutral
@tateliverpool “ #BobandRoberta: I am angry more artists that have a profile are not speaking up #foundationcourses. http://t.co/0Jqrql7vfK”,anger
"The body as beauty and bearer of meaning - Last few days of Defining Beauty, The Body in Ancient Greek Art exh @britishmuseum - ends 5 Jul",neutral
Glowing 5 stars for @tateliverpool - Jackson Pollock review – this is art as nervous breakdown ... and it's majestic http://t.co/VX6yhyRAIz,joy
@bbcarts @ICALondon @TimeOutArt @artfund @artlicks @FriezeLondon @_TheWhitechapel @GoldsmithsUoL @LondonAlumni @ArtMonthly,neutral
That's a cool #statistic! Well done @FitzMuseum_UK  https://t.co/ydo7hkNR32,joy
So tired after @britishmuseum sleepover. No seats on train from London to Nottingham either! Didgeridoo man's dreamtime tales were great!,joy
What to do this weekend? Try #ChristopherWilliams staged photographs @_TheWhitechapel http://t.co/NdsjvaHXEr http://t.co/aOlKbylZGj,neutral
@NationalGallery final chance 30% off framed art - ends midnight tonight! 🌞 Enter SUNSHINE code 🌞  https://t.co/rTT2L7H2Tk,neutral
@Tate_StIves “ #BobandRoberta: I am angry more artists that have a profile are not speaking up! #foundationcourses. http://t.co/0Jqrql7vfK”,anger
reconnecting Mongolian &amp; Siberian people with their history: new exhibition River Stars Reindeer @MAACambridge http://t.co/hBwewsKN38,neutral
250 000 mennesker så Balkes «Vardøhus Festning» i London. Nå er bildet tilbake i Bergen: http://t.co/TifLd9S4kk @BA_no @NationalGallery,neutral
@nthepburn @tate_stives A tour of the inspirational town as a Tate Britain retrospective opens http://t.co/qPv3bvmtwm,neutral
@britishmuseum @thehistoryguy shame about the idiots who post rude comments throughout!,sadness
"I'm at @BritishMuseum in London, Greater London http://t.co/HhLWKBwXEn",neutral
Great insight into #BarbaraHepworth show @Tate &amp; the exhibitions exploring her art @HepworthGallery &amp; @Tate_StIves   http://t.co/Bfsx6v9QvA,joy
http://t.co/34ADkMrGDL Interview with @shubbakfestival  director previewing next month's extravaganza. See u at the @britishmuseum  11/07,neutral
What better way to get creative inspiration than to go to the Museum ✨  @NationalGallery http://t.co/zvpmtSBVXy,joy
. @Tate LOVE Bomberg's #JuJitsu @tateliverpool! ‘the new life should find its expression in a new art' http://t.co/RvZ4rkPTeI,joy
"#NG365 Jacob van Ruisdael's ""A Rocky Hill with Three Cottages"" @NationalGallery #art #twitart @JohnConstableRA http://t.co/9FMEBJaNoE",neutral
@StephenXKing @profjoecain @britishmuseum I never knew they had one!,neutral
@v_and_a stylish ceramics from a very talented artist #anthonytheakston #pelicanjug #ceramics @britishmuseum http://t.co/6HiNqZPjur,joy
"@NationalGallery #AskTheGallery Dr P - wouldn't you like to leave with a noble gesture? Stop #privatisation, #ReinstateCandy, support union.",anger
"This #Cézanne masterpiece, on loan to @FitzMuseum_UK, is at risk of being sold abroad. http://t.co/ByPoUTjsT4 http://t.co/2CxrTYsJEL",neutral
#Pollock #Ligon press view @tateliverpool with 3 LSAD graduates http://t.co/Y95VAL9x0S,neutral
Steve's UK art &amp; creative Daily is out! http://t.co/Qc6OmlPcpb Stories via @sunrayswench @tateliverpool @ShappiKhorsandi,neutral
#BPPortrait #photography # awards @NationalGallery  https://t.co/8K06CxIABL,neutral
Volunteers needed for ARTIST ROOMS: Gerhard Richter @PlymouthMuseum http://t.co/8leTEA8rUs Deadline: Fri 3 July #artopps,neutral
Day out with the Japanese Embassy @JAPANinUK and @britishmuseum http://t.co/ZhSS8sU56e,neutral
@Frieda_M @kettlesyard that's fabulous! thanks :),joy
@TessaK3 @britishmuseum there's this ABBA song?,neutral
"Lessons in death and living @NationalGallery 4 July, 2–4 http://t.co/fS8dtBot3Z with Jon Underwood &amp; Christina Bradstreet"" @morbidanatomy",neutral
Last chance to catch Defining Beauty: The Body in Ancient Greek Art @britishmuseum  ★★★★★ http://t.co/99PAuyk8i6 http://t.co/Q512Tam8KB,neutral
"Weapons of resistance: Jandamarra, a hero of the Bunuba people http://t.co/FTDh1VXSiI via @britishmuseum",neutral
#Artist #impression of #SummerSolstice by #Bertram #Buchanan (early #20th #century) from @britishmuseum  https://t.co/Z4yVrpBysl,neutral
"Fabulous day @britishmuseum with @sarahdawnscott ... Greek beauty, Australia, Napoleonic propaganda &amp; so much more! http://t.co/cMyh2JC6sO",joy
Our #soundssublime festival returns on 18 Jul! Free events at @smitf_london &amp; @NationalGallery http://t.co/Qolm6hDtKR http://t.co/3GAgeWZhEU,neutral
What a delicate delight for the eyes this is #art @Bugglepuffbooks @MuseumModernArt @NationalGallery @mallgalleries  https://t.co/zox9yMvcaM,joy
"Fab Indigenous Australia exhibition @britishmuseum, do visit before it closes! http://t.co/hHOgqL0jOB",joy
@britishmuseum That was fascinating! Thank you for posting!,joy
"@HistoryGems It looks Egyptian, and judging from the shape, my guess is a mummified young crocodile. @britishmuseum",neutral
Coming up this Sat! See you 1.30-4.30pm with some interesting #archive material re architecture of @kettlesyard https://t.co/P7JFASKROd,neutral
Brief visit to the @britishmuseum and back home. http://t.co/1OL9lh7rX5,neutral
"I'm at @BritishMuseum in London, Greater London https://t.co/GVAVRAL0a0",neutral
As @kettlesyard prepares to close for two years director @andrewnairne is live @BBCCambs 5.45 http://t.co/cFczQUosa4,neutral
Fascinating mtg at @britishmuseum to meet with curators &amp; mgmt to discuss closer working links with schools &amp; museum resources. #history,joy
@CamUnivMuseums with support from @Cambridge_Uni giving an insight to degree subjects. Post 16 'Subject Taster Week' http://t.co/jlsrQeeXbt,neutral
#AskTheGallery How much did @NationalGallery receive in sponsorship fees from Shell for branding the Rembrandt exhibition?,neutral
Went to the Indigenous Australians exhibition @britishmuseum this evening - fascinating and fabulous - not too many dots,joy
@simonpzwallis @HepworthGallery @Tate @Tate_StIves,neutral
"Ancient roman wedding ring from the @britishmuseum .  See the clasped hands, just like in the novel Summer of Fire http://t.co/PvdKeYce4t",joy
@Tate @NationalGallery @followthisguide one of my favorites also!,joy
Watch my report on #pollock at @tateliverpool on @AJENews http://t.co/sXQavcwcRv,neutral
"Ragani Vasant, Manley Ragmala c 1610 #MughalMonday @britishmuseum http://t.co/mQGp8ZhIn3",neutral
"I'm at @BritishMuseum in London, Greater London https://t.co/dpQPPSeQnt",neutral
Sign up to @NationalGallery e-news and you could win an #ExhibitionOnScreen DVD http://t.co/CgvLI1Ohok,neutral
It makes my heart sing to see the #Elgin #marbles at the @britishmuseum #inspiration #art … http://t.co/QJocxENA0X http://t.co/Y1xzNTVtoq,joy
"Had a great @IndianaJones tour of the @britishmuseum with @eustonchurch, now at @HTBChurch enjoying The Five service. http://t.co/uZkZgz0h6c",joy
Jim's bathroom @kettlesyard where we find an old glass milk bottle filled with #Foxglove #Nigella &amp;… https://t.co/u99A2xhN1k,neutral
From @PlymouthginUk to the World! @PlymouthMuseum exhibition opens tonight until October. Learn about the #legend http://t.co/9iqc8VsSxG,neutral
@britishmuseum nice one,joy
@britishmuseum Thank you so much for your amazing 'Defining Beauty' exhibition. It's an aesthetic feast!,joy
Tomorrow opens 'Jackson Pollock: Blind Spots' at the @tateliverpool ☞http://t.co/Ry6WV7XruH,neutral
Because today wasn't perfect enough: gelato affogato @NationalGallery http://t.co/GgjcPMbTic,joy
@NationalGallery New trailer for Many Beautiful Things ft. #MichelleDockery released via @PasteMagazine http://t.co/LWTn9YcD2z,neutral
"By Gaye Sculthorpe, Curator for Oceania @britishmuseum  https://t.co/ENxIgbfSOw",neutral
@britishmuseum how wonderfully unpopulated!,joy
Don't miss James Richards's sonic installation of Francis Bacon's 1953 Study for a Portrait @_TheWhitechapel. http://t.co/eZ6ZijhCWI,neutral
Lovely day @britishmuseum @ogeducation for #DiscoveryDay- thanks all #artseducation http://t.co/sEU6ITEMde,joy
From The Tomb Of #Nebamun — 1350 BC | #Egyptology #Archaeology #AncientEgypt @britishmuseum http://t.co/xkblOg44iV,neutral
@NationalGallery who owns all this Art?,neutral
@ustvmad @tateliverpool @CruiseLpool @LivEchonews @scousescene fantastic!!,joy
"The history of avant-garde museology. #ArseniyZhilyaev in conversation @_TheWhitechapel Thur 2 July, 7pm http://t.co/6e6adOMycd",neutral
Link http://t.co/NWRpsyIgwK por @britishmuseum es el tuit más popular en mis 'news feed' de hoy,neutral
@leCMN @museiincomune @britishmuseum @MuseeLouvre @MarDixon @Museo_MADRE @louvrepourtous @museecarnavalet @MuseumWeek e noi rispondiamo!,neutral
Discover The Arts with Social Media: NOHO Featured Artists Blandine Bardeau and Hermoine Carline https://t.co/Ol5utECOPW @_TheWhitechapel 🎨,neutral
Helen Wilson talks about her CDA PhD work w/ @OfficialUoM @britishmuseum. Do innovative techniques add to #cdavalue? http://t.co/kIa2uUXcbX,neutral
Off to London for #CivilisedBodies @ucl and then to talk about  'Greek bodies' @britishmuseum this evening. A day of bodies!,neutral
#FF @ApartmentCo @Bath_NESomerset @ShopatCuriosity @theoakbath @ICIABath @BathCoUK @chmind @decohouse3 @ElectricBearUK @trinityinnbath,neutral
Here's me trying a spot of life drawing at (fabulous) @KettlesYard in Cambridge http://t.co/RQo4O4ybI3,joy
Art museums can open up a whole new world to our children http://t.co/T9GPocIaj0 via @trekaroo @NationalGallery http://t.co/kNQU3gEC5d,joy
"15-25 and near @Tate_StIves today? Join in with RE-A-LINE: performance, talks and artist led workshops, 11.00-15.00: http://t.co/vthktROdA7",neutral
"Thank you, Sir. @HowieHobbit @ShannonGrissom @CASSART @LondiniumLife @NationalGallery @NPGLondon @Tate @tintedsteam @royalacademy",neutral
On my way to @tateliverpool this morning for the press view of The new Jackson Pollock show,neutral
"@britishmuseum, thanks a tonne! I also loved the podcast Neil MacG did on it - intriguing to say the least that a 'faery tale' was...real?!",joy
"@britishmuseum Fascinating, thanks. What an odd place to exile anyone to!",joy
What can the Old Masters teach us about living a meaningful life? via @NationalGallery http://t.co/U6PlUMgf20 http://t.co/2f5KTBu6Cj,neutral
@britishmuseum I think he was crowned in 1520.,neutral
.@cbcideas @thegetty @HaidaHeritage @NewCdnMedia @guardian @britishmuseum @morethanadodo: An important talk.Would love to visit Haida Gwaii,joy
@NationalGallery,neutral
@fossildotty @cpdickenson @britishmuseum I've missed it too - will have to look for it next time ;),joy
So excited! Less than a week until the #JacksonPollock exhibition starts at @tateliverpool #cantwait 🎨,joy
@NationalGallery # Sooo #ROMANTIC!,joy
Free CPD afternoon for @PlymouthMuseum's 2016 'War Games' exhibition on Thurs 2 Jul from 4pm #plymouth. Details at http://t.co/KOx38sbezi,neutral
Looking forward to Amelia Smith speaking in 'CDA innovation showcase' @NationalGallery @BirkbeckNews http://t.co/iBin9Vl65K #cdavalue,joy
"The @britishmuseum #defining beauty exhibition was wonderful ,looking at the body in Greek art ,like being at home ! http://t.co/qAAGubc5Jf",joy
Gloomy weather getting you down ☔️😞? Go to @kettlesyard for their last day before 2 yr refurb; instant feel good fun http://t.co/xSQ9K5NjBr,joy
@NationalGallery and you could always read Art as Therapy http://t.co/r8w290HbGS,neutral
@britishmuseum Absolutely amazing space and venue for ShakespeareanTCS summer drinks party http://t.co/aysKxbMF82,joy
"@jessworth @clarapa @NationalGallery  staff, trustees, managers should have an informal, friendly open chat. Why not? Clear air.",neutral
@PamHartshorne @britishmuseum then it's a must to take the time to take it all in #enjoythemoment,joy
"Art update! Ready for the new @ClassicCottages guests, hope they like them! #ElisabethClarke @Tate_StIves poster http://t.co/2T0iD9Za9R",joy
Loved @britishmuseum's #IndigenousAustralia exhibit this aft although surprised that #PaulKeating 1992 speech didn't feature in timeline,joy
@benfaster @britishmuseum yes a day is not enough... what is #Futureofmuseums? I have not heard of this,joy
#PhilGrabsky's latest blog shares an interesting article related to the @NationalGallery exhibition about Durand-Ruel http://t.co/diPHlaLvXF,neutral
British Museum: Bonaparte and the British @britishmuseum http://t.co/VttV7mLv4g,neutral
Steve's UK art &amp; creative Daily is out! http://t.co/6HyxPIoh7c Stories via @LANobleGallery @tateliverpool @UCLMuseums,neutral
@appendixjournal @Steven_Strauss @FitzMuseum_UK Fascinating! Thanks for posting this!,joy
View not bad from @NationalGallery café either! http://t.co/tk6oLR5758,joy
@DesRon94 @CatwomanFran @OspreyBooks @britishmuseum good question - @SmithsonianMag have an answer http://t.co/IyLmmaOOeh,neutral
"Summertime in Cambridge: #Running, flying, sitting around and ... singing. @FitzMuseum_UK http://t.co/eQhS4P5vtA",joy
@NationalGallery Have you got any interesting talks coming up? Feel free to add them to our site :) http://t.co/cBal12sNnt,neutral
Inspiring architecture of the @britishmuseum Saw the Rosetta Stone &amp; many cool treasures!… https://t.co/5K9hDPwy5u,joy
@whit_mcveigh @kettlesyard has it gone elsewhere for 2 years? Notice that @TempleNewsam #Leeds has #gaudierbrzeska show.,neutral
@CoppermillPoets @VestryHouse @WMGallery @britishmuseum @WalthamForestRR @WalthamForestCo  THANK YOU  SO  MUCH   💖 X http://t.co/mnSbBiIN9i,joy
Learn more about #Pollock's black paintings in our stunning catalogue for @tateliverpool show http://t.co/3ArceRsQ3v http://t.co/WBIewQlxBF,neutral
"@britishmuseum hundred, wool, scrlj",neutral
Great day so far! @kettlesyard @cabinet_curios @CambridgeNewsUK #CastleHill15 http://t.co/pq5uNXrBdK,joy
@britishmuseum symbol frm the past. Attitudes of tolerance are never fixed. They are being constantly re-negotiated. http://t.co/5TRG0lTueX,neutral
Don't miss the brilliant Christopher Williams show @_TheWhitechapel before it closes tomorrow. http://t.co/h3Xn9X9vIP http://t.co/uU7tGGCo34,neutral
Pop Up Dance by North Cambridge Accademy @kettlesyard #CastleHill2015 https://t.co/7Czse2gzqG,neutral
@helena_bonett @Tate_StIves so good to see the film. I missed them rolling down the hill in real time... #materialhistories,joy
"Spent the morning learning about #8mummies @britishmuseum. Fascinating and well-presented; a right balance of objects, info and interaction!",joy
Jackson Pollock: Blind Spots opens @tateliverpool on 30 June. Can't wait. http://t.co/RGEJSnWgB9  #art #Liverpool,joy
@_TheWhitechapel @marieantoynette oops http://t.co/6c200iOox9,neutral
@NationalGallery @BMAGcurators Europa seems quite happy to be abducted by the bull (Zeus). :),joy
JUST REALIZED I WILL BE ABLE TO SEE THE #8mummies EXHIBITION AT THE @britishmuseum I AM SO HAPPY,joy
Working meeting at @britishmuseum &gt; what a great start to the day http://t.co/AGTGo7JwyM,joy
"‘soundscapes’ opens soon at @nationalgallery — @jamie___xx, @nicomuhly, @chrisrwatson &amp; more: http://t.co/XV9NWpQ7Y0 http://t.co/y1pJwb38nY",neutral
@JohnConstableRA @SirWilliamD @NationalGallery @pwadey it's a Mosque now,neutral
Barbara Pezzini lecture '@NationalGallery and modern British art' next Monday! @ahrcpress #CDPPhd @UoMSALC @agms10  https://t.co/tVHsYGDaxc,neutral
"@DerekSharplol @britishmuseum Napoleon was defeated, but you british are afraid of him until today.",neutral
